CommitmentID,CommitmentDate,FinancialYear,PurchaseRequisitionReference,PurchaseOrderReference,ProgrammeCode,DirectorateCode,CostCentreCode,RegionCode,ActivityCode,VoteCode,FundSourceCode,SupplierCategory,CommitmentAmount,AmountInvoiced,AmountPaid,OutstandingCommitment,ExpectedDeliveryDate,CommitmentStatus,DaysOutstanding,ResponsibleRole,RiskRating
CMT-000688,2024-08-07,FY2024/2025,PR-554209,PO-302410,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2211,FS-02,Equipment,1753000,1031000,87000,1666000,2024-11-18,Partially Paid,662,Procurement Officer,Critical
CMT-000689,2024-10-30,FY2024/2025,PR-391301,PO-638814,PRG-11,DIR-11,CC-031,RG-01,ACT-025,V-2410,FS-02,Maintenance,1977000,1225000,240000,1737000,2025-02-01,Partially Paid,578,Cost Centre Manager,Critical
CMT-000690,2025-04-22,FY2024/2025,PR-265810,PO-102835,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-5110,FS-01,Professional Services,3200000,1505000,1235000,1965000,2025-10-17,Partially Paid,404,Project Manager,Critical
CMT-000691,2024-10-11,FY2024/2025,PR-110401,PO-437256,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2110,FS-01,Maintenance,2231000,2231000,358000,1873000,2025-02-18,Partially Paid,597,Cost Centre Manager,Critical
CMT-000692,2024-12-20,FY2024/2025,PR-651341,PO-358594,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2460,FS-03,Security Services,2693000,0,0,2693000,2025-03-10,Overdue,527,Cost Centre Manager,Critical
CMT-000693,2025-02-15,FY2024/2025,PR-101104,PO-736655,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-2110,FS-02,Maintenance,2186000,2186000,1452000,734000,2025-05-13,Partially Paid,470,Cost Centre Manager,Critical
CMT-000694,2024-09-10,FY2024/2025,PR-550677,PO-503406,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2360,FS-02,Security Services,1328000,981000,84000,1244000,2025-02-14,Partially Paid,628,Project Manager,Critical
CMT-000695,2024-11-27,FY2024/2025,PR-779927,PO-787874,PRG-09,DIR-09,CC-009,RG-01,ACT-022,V-2360,FS-04,Construction,128000,77000,67000,61000,2025-05-04,Partially Paid,550,Cost Centre Manager,Critical
CMT-000696,2025-02-11,FY2024/2025,PR-786043,PO-583092,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-2212,FS-01,Printing and Stationery,2353000,859000,566000,1787000,2025-07-24,Partially Paid,474,Project Manager,Critical
CMT-000697,2024-08-31,FY2024/2025,PR-873461,PO-732241,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2410,FS-03,Training,1550000,1550000,15000,1535000,2025-01-17,Partially Paid,638,Cost Centre Manager,Critical
CMT-000698,2024-08-04,FY2024/2025,PR-391006,PO-439963,PRG-01,DIR-01,CC-001,RG-01,ACT-038,V-2510,FS-01,Utilities,2312000,1630000,921000,0,2024-10-06,Cancelled,665,Project Manager,Critical
CMT-000699,2024-08-27,FY2024/2025,PR-911275,PO-423837,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-2450,FS-04,Travel and Accommodation,283000,0,0,283000,2024-12-02,Overdue,642,Cost Centre Manager,Critical
CMT-000700,2025-03-02,FY2024/2025,PR-247677,PO-247512,PRG-11,DIR-11,CC-011,RG-01,ACT-025,V-5130,FS-01,Professional Services,1881000,0,0,1881000,2025-07-12,Overdue,455,Procurement Officer,Critical
CMT-000701,2024-07-01,FY2024/2025,PR-128614,PO-247893,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2510,FS-02,Construction,1824000,1483000,1416000,408000,2024-10-27,Partially Paid,699,Procurement Officer,Critical
CMT-000702,2025-05-06,FY2024/2025,PR-902338,PO-402284,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-2430,FS-02,Consultancy,2994000,1718000,1163000,0,2025-08-02,Cancelled,390,Procurement Officer,Critical
CMT-000703,2025-04-25,FY2024/2025,PR-787226,PO-504846,PRG-13,DIR-13,CC-014,RG-01,ACT-029,V-2390,FS-02,Printing and Stationery,2443000,2443000,294000,2149000,2025-09-26,Partially Paid,401,Cost Centre Manager,Critical
CMT-000704,2025-05-26,FY2024/2025,PR-794991,PO-236223,PRG-11,DIR-11,CC-031,RG-01,ACT-026,V-2340,FS-02,Printing and Stationery,2504000,2504000,330000,2174000,2025-10-16,Partially Paid,370,Cost Centre Manager,Critical
CMT-000705,2025-02-23,FY2024/2025,PR-624678,PO-586943,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2360,FS-01,Travel and Accommodation,2358000,2358000,1581000,777000,2025-04-26,Partially Paid,462,Cost Centre Manager,Critical
CMT-000706,2025-04-14,FY2024/2025,PR-300141,PO-830531,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-2510,FS-01,Printing and Stationery,1367000,1367000,1074000,293000,2025-08-10,Partially Paid,412,Cost Centre Manager,Critical
CMT-000707,2025-03-09,FY2024/2025,PR-767977,PO-130764,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-2120,FS-01,Construction,581000,301000,17000,564000,2025-04-11,Partially Paid,448,Project Manager,Critical
CMT-000708,2025-01-16,FY2024/2025,PR-539206,PO-646893,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-2380,FS-03,ICT Services,1600000,595000,244000,1356000,2025-05-09,Partially Paid,500,Project Manager,Critical
CMT-000709,2024-07-16,FY2024/2025,PR-761673,PO-614326,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-3120,FS-02,Printing and Stationery,3480000,3048000,921000,2559000,2024-11-30,Partially Paid,684,Procurement Officer,Critical
CMT-000710,2025-02-11,FY2024/2025,PR-330115,PO-803558,PRG-06,DIR-06,CC-006,RG-01,ACT-016,V-5120,FS-01,Security Services,2388000,2388000,637000,1751000,2025-06-12,Partially Paid,474,Project Manager,Critical
CMT-000711,2024-07-12,FY2024/2025,PR-637143,PO-222902,PRG-12,DIR-12,CC-027,RG-03,ACT-040,V-2540,FS-01,Training,1660000,573000,118000,1542000,2024-12-21,Partially Paid,688,Project Manager,Critical
CMT-000712,2025-04-27,FY2024/2025,PR-380843,PO-767421,PRG-13,DIR-13,CC-016,RG-03,ACT-029,V-2211,FS-01,Consultancy,1085000,497000,215000,870000,2025-06-14,Partially Paid,399,Project Manager,Critical
CMT-000713,2024-11-02,FY2024/2025,PR-502444,PO-582049,PRG-13,DIR-13,CC-019,RG-06,ACT-029,V-2430,FS-01,ICT Services,659000,0,0,659000,2024-12-25,Overdue,575,Procurement Officer,Critical
CMT-000714,2025-05-12,FY2024/2025,PR-629048,PO-669594,PRG-12,DIR-12,CC-027,RG-03,ACT-040,V-3140,FS-01,Travel and Accommodation,2433000,0,0,2433000,2025-10-13,Overdue,384,Project Manager,Critical
CMT-000715,2024-11-10,FY2024/2025,PR-197839,PO-255925,PRG-12,DIR-12,CC-024,RG-05,ACT-027,V-2440,FS-01,Utilities,2236000,0,0,2236000,2025-03-07,Overdue,567,Cost Centre Manager,Critical
CMT-000716,2025-02-01,FY2024/2025,PR-387282,PO-669651,PRG-12,DIR-12,CC-025,RG-04,ACT-040,V-2211,FS-01,Travel and Accommodation,144000,144000,29000,115000,2025-05-25,Partially Paid,484,Procurement Officer,Critical
CMT-000717,2024-07-10,FY2024/2025,PR-390823,PO-286675,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-2330,FS-01,Fuel and Lubricants,3187000,1780000,170000,3017000,2024-12-17,Partially Paid,690,Procurement Officer,Critical
CMT-000718,2024-08-20,FY2024/2025,PR-509176,PO-761854,PRG-02,DIR-02,CC-002,RG-01,ACT-003,V-2530,FS-01,Equipment,1140000,466000,63000,1077000,2024-11-27,Partially Paid,649,Project Manager,Critical
CMT-000719,2024-09-09,FY2024/2025,PR-292610,PO-230602,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-2530,FS-02,Equipment,2266000,2266000,1178000,1088000,2025-02-22,Partially Paid,629,Project Manager,Critical
CMT-000720,2025-03-11,FY2024/2025,PR-619417,PO-406472,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2540,FS-01,Travel and Accommodation,862000,613000,298000,564000,2025-05-04,Partially Paid,446,Procurement Officer,Critical
CMT-000721,2024-08-03,FY2024/2025,PR-563691,PO-971670,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-2230,FS-02,Security Services,3337000,0,0,3337000,2025-01-05,Overdue,666,Procurement Officer,Critical
CMT-000722,2024-11-08,FY2024/2025,PR-333439,PO-913582,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-4110,FS-04,ICT Services,3302000,3302000,2400000,902000,2025-05-01,Partially Paid,569,Procurement Officer,Critical
CMT-000723,2025-01-14,FY2024/2025,PR-226684,PO-913934,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-3110,FS-03,Consultancy,2796000,2796000,646000,2150000,2025-06-15,Partially Paid,502,Cost Centre Manager,Critical
CMT-000724,2025-05-07,FY2024/2025,PR-174408,PO-839449,PRG-11,DIR-11,CC-030,RG-07,ACT-026,V-5110,FS-02,Security Services,2103000,1712000,1519000,584000,2025-07-24,Partially Paid,389,Project Manager,Critical
CMT-000725,2024-08-04,FY2024/2025,PR-416341,PO-433513,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2212,FS-01,Construction,3371000,3371000,230000,3141000,2024-12-29,Partially Paid,665,Procurement Officer,Critical
CMT-000726,2025-04-13,FY2024/2025,PR-563843,PO-180841,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2510,FS-01,Travel and Accommodation,3484000,1679000,1468000,2016000,2025-09-08,Partially Paid,413,Procurement Officer,Critical
CMT-000727,2025-03-19,FY2024/2025,PR-718022,PO-284241,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-4110,FS-01,Training,2786000,0,0,2786000,2025-04-19,Overdue,438,Project Manager,Critical
CMT-000728,2025-01-03,FY2024/2025,PR-897476,PO-651104,PRG-08,DIR-08,CC-008,RG-01,ACT-019,V-3140,FS-01,Equipment,1648000,1648000,1348000,300000,2025-03-16,Partially Paid,513,Project Manager,Critical
CMT-000729,2024-08-19,FY2024/2025,PR-115589,PO-944361,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2420,FS-02,Maintenance,2525000,1679000,553000,1972000,2024-12-19,Partially Paid,650,Cost Centre Manager,Critical
CMT-000730,2024-09-04,FY2024/2025,PR-297138,PO-759540,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-2380,FS-02,Professional Services,478000,374000,247000,231000,2024-12-13,Partially Paid,634,Cost Centre Manager,Critical
CMT-000731,2024-12-05,FY2024/2025,PR-168272,PO-485712,PRG-12,DIR-12,CC-026,RG-04,ACT-027,V-2310,FS-04,ICT Services,2659000,0,0,2659000,2025-03-31,Overdue,542,Procurement Officer,Critical
CMT-000732,2025-03-07,FY2024/2025,PR-507047,PO-907036,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-3110,FS-01,Fuel and Lubricants,1696000,0,0,1696000,2025-04-28,Overdue,450,Cost Centre Manager,Critical
CMT-000733,2024-07-18,FY2024/2025,PR-486044,PO-177688,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-2110,FS-04,Utilities,2194000,1206000,655000,1539000,2024-12-21,Partially Paid,682,Cost Centre Manager,Critical
CMT-000734,2025-01-16,FY2024/2025,PR-119573,PO-269528,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-2110,FS-01,Equipment,3453000,0,0,3453000,2025-04-13,Overdue,500,Project Manager,Critical
CMT-000735,2024-12-21,FY2024/2025,PR-713259,PO-961180,PRG-12,DIR-12,CC-012,RG-01,ACT-040,V-4130,FS-01,Fuel and Lubricants,1495000,0,0,1495000,2025-03-16,Overdue,526,Project Manager,Critical
CMT-000736,2025-04-24,FY2024/2025,PR-814954,PO-779732,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2230,FS-03,Fuel and Lubricants,302000,135000,122000,180000,2025-06-22,Partially Paid,402,Procurement Officer,Critical
CMT-000737,2024-09-29,FY2024/2025,PR-444609,PO-537846,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-2110,FS-01,Consultancy,1913000,1301000,670000,1243000,2025-02-18,Partially Paid,609,Cost Centre Manager,Critical
CMT-000738,2025-04-26,FY2024/2025,PR-821131,PO-678326,PRG-12,DIR-12,CC-027,RG-03,ACT-028,V-4110,FS-04,Equipment,2931000,2424000,1131000,1800000,2025-09-19,Partially Paid,400,Cost Centre Manager,Critical
CMT-000739,2024-08-14,FY2024/2025,PR-693294,PO-764618,PRG-04,DIR-04,CC-004,RG-01,ACT-008,V-4110,FS-03,Consultancy,455000,212000,87000,368000,2025-01-11,Partially Paid,655,Cost Centre Manager,Critical
CMT-000740,2024-07-13,FY2024/2025,PR-727317,PO-304514,PRG-12,DIR-12,CC-024,RG-05,ACT-040,V-2410,FS-02,Printing and Stationery,463000,463000,256000,207000,2024-11-11,Partially Paid,687,Project Manager,Critical
CMT-000741,2025-01-30,FY2024/2025,PR-841459,PO-745853,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2250,FS-01,Travel and Accommodation,3041000,1617000,617000,2424000,2025-03-30,Partially Paid,486,Cost Centre Manager,Critical
CMT-000742,2025-01-29,FY2024/2025,PR-859649,PO-668161,PRG-13,DIR-13,CC-020,RG-07,ACT-029,V-5110,FS-03,Construction,2500000,2500000,376000,2124000,2025-06-11,Partially Paid,487,Procurement Officer,Critical
CMT-000743,2024-12-11,FY2024/2025,PR-891896,PO-163658,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2110,FS-04,ICT Services,3168000,2222000,428000,2740000,2025-02-08,Partially Paid,536,Procurement Officer,Critical
CMT-000744,2024-11-12,FY2024/2025,PR-907232,PO-350679,PRG-12,DIR-12,CC-026,RG-04,ACT-040,V-3120,FS-01,Fuel and Lubricants,833000,0,0,833000,2025-03-12,Overdue,565,Cost Centre Manager,Critical
CMT-000745,2024-09-06,FY2024/2025,PR-150371,PO-694345,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2540,FS-01,Maintenance,357000,0,0,357000,2025-03-01,Overdue,632,Project Manager,Critical
CMT-000746,2024-12-03,FY2024/2025,PR-268834,PO-965899,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-4130,FS-01,Utilities,2558000,2558000,1985000,573000,2025-04-18,Partially Paid,544,Procurement Officer,Critical
CMT-000747,2024-10-22,FY2024/2025,PR-454976,PO-970012,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2410,FS-01,Fuel and Lubricants,3043000,1931000,2000,3041000,2025-02-23,Partially Paid,586,Procurement Officer,Critical
CMT-000748,2025-01-13,FY2024/2025,PR-700778,PO-982456,PRG-13,DIR-13,CC-021,RG-08,ACT-029,V-2530,FS-01,Printing and Stationery,364000,364000,142000,222000,2025-03-19,Partially Paid,503,Cost Centre Manager,Critical
CMT-000749,2024-12-15,FY2024/2025,PR-292767,PO-337195,PRG-04,DIR-04,CC-004,RG-01,ACT-009,V-5110,FS-01,Travel and Accommodation,2413000,0,0,2413000,2025-05-09,Overdue,532,Project Manager,Critical
CMT-000750,2024-07-29,FY2024/2025,PR-209750,PO-886353,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-4130,FS-01,Equipment,2111000,2111000,2063000,48000,2025-01-21,Partially Paid,671,Cost Centre Manager,Critical
CMT-000751,2025-03-19,FY2024/2025,PR-436468,PO-341902,PRG-04,DIR-04,CC-004,RG-01,ACT-010,V-5120,FS-01,Fuel and Lubricants,1965000,0,0,1965000,2025-07-03,Overdue,438,Cost Centre Manager,Critical
CMT-000752,2024-10-05,FY2024/2025,PR-636119,PO-602173,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-2110,FS-01,Equipment,514000,0,0,514000,2024-12-15,Overdue,603,Procurement Officer,Critical
CMT-000753,2025-05-28,FY2024/2025,PR-989603,PO-102924,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-2520,FS-01,ICT Services,2231000,2231000,1946000,285000,2025-09-03,Partially Paid,368,Procurement Officer,Critical
CMT-000754,2025-05-09,FY2024/2025,PR-916406,PO-774554,PRG-01,DIR-01,CC-001,RG-01,ACT-002,V-3130,FS-01,Fuel and Lubricants,2400000,2400000,1482000,918000,2025-06-23,Partially Paid,387,Cost Centre Manager,Critical
CMT-000755,2024-12-29,FY2024/2025,PR-410743,PO-643664,PRG-12,DIR-12,CC-028,RG-02,ACT-040,V-2211,FS-02,Security Services,1750000,1750000,303000,1447000,2025-02-13,Partially Paid,518,Cost Centre Manager,Critical
CMT-000756,2025-04-03,FY2024/2025,PR-271988,PO-873803,PRG-12,DIR-12,CC-028,RG-02,ACT-027,V-2210,FS-01,Fuel and Lubricants,2087000,0,0,2087000,2025-08-04,Overdue,423,Cost Centre Manager,Critical
CMT-000757,2024-07-30,FY2024/2025,PR-451291,PO-420595,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-5130,FS-01,Training,852000,612000,494000,358000,2024-12-04,Partially Paid,670,Procurement Officer,Critical
CMT-000758,2025-01-01,FY2024/2025,PR-681362,PO-345715,PRG-13,DIR-13,CC-015,RG-02,ACT-029,V-4130,FS-02,Construction,2275000,1713000,1432000,843000,2025-03-01,Partially Paid,515,Procurement Officer,Critical
CMT-000759,2025-03-25,FY2024/2025,PR-619061,PO-869813,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-5110,FS-01,Security Services,2767000,1323000,1173000,1594000,2025-06-05,Partially Paid,432,Project Manager,Critical
CMT-000760,2025-05-01,FY2024/2025,PR-623124,PO-872689,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2211,FS-01,Utilities,1766000,1242000,668000,1098000,2025-08-01,Partially Paid,395,Cost Centre Manager,Critical
CMT-000761,2024-07-18,FY2024/2025,PR-188785,PO-467336,PRG-02,DIR-02,CC-002,RG-01,ACT-003,V-3110,FS-01,ICT Services,1860000,775000,76000,1784000,2025-01-13,Partially Paid,682,Project Manager,Critical
CMT-000762,2025-02-15,FY2024/2025,PR-932819,PO-398827,PRG-11,DIR-11,CC-032,RG-01,ACT-026,V-2310,FS-04,Utilities,350000,0,0,350000,2025-06-03,Overdue,470,Procurement Officer,Critical
CMT-000763,2025-01-29,FY2024/2025,PR-366756,PO-703711,PRG-13,DIR-13,CC-015,RG-02,ACT-030,V-3110,FS-02,Utilities,2968000,0,0,2968000,2025-03-27,Overdue,487,Project Manager,Critical
CMT-000764,2024-12-06,FY2024/2025,PR-345205,PO-484101,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-3110,FS-02,Equipment,502000,0,0,502000,2025-01-31,Overdue,541,Procurement Officer,Critical
CMT-000765,2024-10-29,FY2024/2025,PR-261563,PO-683841,PRG-13,DIR-13,CC-014,RG-01,ACT-030,V-2420,FS-03,Professional Services,3295000,3295000,759000,2536000,2025-02-22,Partially Paid,579,Project Manager,Critical
CMT-000766,2025-03-16,FY2024/2025,PR-121621,PO-946270,PRG-13,DIR-13,CC-016,RG-03,ACT-030,V-5110,FS-01,Professional Services,3227000,0,0,3227000,2025-08-07,Overdue,441,Cost Centre Manager,Critical
CMT-000767,2024-08-27,FY2024/2025,PR-765540,PO-622960,PRG-13,DIR-13,CC-019,RG-06,ACT-029,V-2360,FS-01,Training,3127000,1436000,209000,2918000,2025-01-03,Partially Paid,642,Cost Centre Manager,Critical
CMT-000768,2024-09-07,FY2024/2025,PR-152827,PO-210440,PRG-13,DIR-13,CC-018,RG-05,ACT-029,V-2212,FS-02,Utilities,2797000,2797000,849000,1948000,2025-01-03,Partially Paid,631,Cost Centre Manager,Critical
CMT-000769,2025-03-10,FY2024/2025,PR-853860,PO-900492,PRG-12,DIR-12,CC-026,RG-04,ACT-028,V-2210,FS-03,Fuel and Lubricants,1557000,0,0,1557000,2025-08-14,Overdue,447,Cost Centre Manager,Critical
CMT-000770,2024-08-22,FY2024/2025,PR-909894,PO-954208,PRG-10,DIR-10,CC-010,RG-01,ACT-023,V-4130,FS-02,Security Services,3348000,0,0,3348000,2024-10-22,Overdue,647,Project Manager,Critical
CMT-000771,2024-09-02,FY2024/2025,PR-329909,PO-449040,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2410,FS-02,ICT Services,971000,971000,783000,188000,2025-02-06,Partially Paid,636,Procurement Officer,Critical
CMT-000772,2025-01-04,FY2024/2025,PR-612157,PO-303275,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-4130,FS-04,Fuel and Lubricants,3329000,3329000,2035000,1294000,2025-04-28,Partially Paid,512,Project Manager,Critical
CMT-000773,2025-02-12,FY2024/2025,PR-534532,PO-147682,PRG-01,DIR-01,CC-001,RG-01,ACT-001,V-2220,FS-03,Utilities,862000,714000,560000,302000,2025-03-23,Partially Paid,473,Project Manager,Critical
CMT-000774,2024-08-28,FY2024/2025,PR-295627,PO-823031,PRG-06,DIR-06,CC-006,RG-01,ACT-015,V-2530,FS-01,Printing and Stationery,2727000,1489000,1051000,1676000,2024-10-16,Partially Paid,641,Cost Centre Manager,Critical
CMT-000775,2024-10-30,FY2024/2025,PR-151220,PO-388133,PRG-13,DIR-13,CC-017,RG-04,ACT-029,V-4130,FS-01,Utilities,3013000,0,0,3013000,2025-03-16,Overdue,578,Cost Centre Manager,Critical
CMT-000776,2025-01-27,FY2024/2025,PR-866770,PO-445148,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2360,FS-04,ICT Services,1513000,477000,203000,1310000,2025-04-18,Partially Paid,489,Procurement Officer,Critical
CMT-000777,2024-07-29,FY2024/2025,PR-561815,PO-373059,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2212,FS-01,Construction,3356000,3356000,3154000,202000,2024-10-19,Partially Paid,671,Project Manager,Critical
CMT-000778,2024-07-07,FY2024/2025,PR-282206,PO-482105,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2450,FS-01,Training,1534000,0,0,1534000,2024-09-10,Overdue,693,Cost Centre Manager,Critical
CMT-000779,2024-11-03,FY2024/2025,PR-990818,PO-343073,PRG-11,DIR-11,CC-032,RG-01,ACT-025,V-2212,FS-04,Training,259000,259000,198000,61000,2024-12-17,Partially Paid,574,Procurement Officer,Critical
CMT-000780,2024-07-18,FY2024/2025,PR-827352,PO-943845,PRG-12,DIR-12,CC-025,RG-04,ACT-028,V-2510,FS-01,Maintenance,257000,0,0,257000,2024-10-24,Overdue,682,Cost Centre Manager,Critical
CMT-000781,2025-02-20,FY2024/2025,PR-934614,PO-291730,PRG-13,DIR-13,CC-019,RG-06,ACT-030,V-2460,FS-03,Training,538000,309000,23000,515000,2025-07-25,Partially Paid,465,Cost Centre Manager,Critical
CMT-000782,2025-01-13,FY2024/2025,PR-201241,PO-854202,PRG-01,DIR-01,CC-001,RG-01,ACT-039,V-4120,FS-02,Professional Services,3276000,0,0,3276000,2025-05-28,Overdue,503,Cost Centre Manager,Critical
CMT-000783,2024-09-08,FY2024/2025,PR-409098,PO-837984,PRG-05,DIR-05,CC-005,RG-01,ACT-013,V-2250,FS-02,Consultancy,2600000,2600000,1724000,876000,2025-02-17,Partially Paid,630,Cost Centre Manager,Critical
CMT-000784,2024-11-17,FY2024/2025,PR-497986,PO-249045,PRG-13,DIR-13,CC-013,RG-01,ACT-030,V-2380,FS-02,Maintenance,3243000,1132000,534000,2709000,2025-04-19,Partially Paid,560,Project Manager,Critical
CMT-000785,2025-01-25,FY2024/2025,PR-852307,PO-245432,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2211,FS-03,Travel and Accommodation,2881000,2881000,985000,1896000,2025-03-26,Partially Paid,491,Cost Centre Manager,Critical
CMT-000786,2024-10-31,FY2024/2025,PR-895213,PO-433466,PRG-12,DIR-12,CC-028,RG-02,ACT-028,V-3130,FS-01,Construction,2126000,1351000,662000,1464000,2025-01-25,Partially Paid,577,Cost Centre Manager,Critical
CMT-000787,2024-11-10,FY2024/2025,PR-708697,PO-484831,PRG-12,DIR-12,CC-022,RG-02,ACT-040,V-2250,FS-01,Equipment,720000,720000,288000,432000,2025-02-09,Partially Paid,567,Project Manager,Critical
CMT-000788,2024-07-22,FY2024/2025,PR-159086,PO-901119,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-2240,FS-02,Travel and Accommodation,95000,0,0,95000,2024-12-20,Overdue,678,Procurement Officer,Critical
CMT-000789,2024-09-26,FY2024/2025,PR-588089,PO-516164,PRG-03,DIR-03,CC-003,RG-01,ACT-006,V-2110,FS-03,Utilities,2216000,2216000,1108000,1108000,2024-11-29,Partially Paid,612,Procurement Officer,Critical
CMT-000790,2024-07-04,FY2024/2025,PR-209670,PO-920043,PRG-11,DIR-11,CC-030,RG-07,ACT-025,V-2360,FS-01,Equipment,1398000,0,0,1398000,2024-09-07,Overdue,696,Cost Centre Manager,Critical
CMT-000791,2025-03-17,FY2024/2025,PR-482407,PO-481447,PRG-13,DIR-13,CC-020,RG-07,ACT-030,V-4130,FS-01,Travel and Accommodation,1134000,578000,184000,950000,2025-06-07,Partially Paid,440,Procurement Officer,Critical
CMT-000792,2025-02-25,FY2024/2025,PR-308504,PO-588145,PRG-02,DIR-02,CC-002,RG-01,ACT-035,V-2210,FS-01,ICT Services,2138000,1159000,1061000,1077000,2025-05-29,Partially Paid,460,Project Manager,Critical
CMT-000793,2024-09-05,FY2024/2025,PR-512797,PO-923532,PRG-13,DIR-13,CC-018,RG-05,ACT-030,V-2120,FS-01,Training,153000,112000,53000,100000,2024-10-15,Partially Paid,633,Project Manager,Critical
CMT-000794,2025-02-04,FY2024/2025,PR-166344,PO-643997,PRG-12,DIR-12,CC-023,RG-01,ACT-040,V-5110,FS-01,Fuel and Lubricants,1059000,541000,308000,751000,2025-07-13,Partially Paid,481,Cost Centre Manager,Critical
CMT-000795,2025-04-07,FY2024/2025,PR-279234,PO-972310,PRG-08,DIR-08,CC-008,RG-01,ACT-020,V-3130,FS-01,Equipment,1398000,617000,259000,1139000,2025-06-01,Partially Paid,419,Procurement Officer,Critical
CMT-000796,2024-12-09,FY2024/2025,PR-557195,PO-225289,PRG-12,DIR-12,CC-025,RG-04,ACT-027,V-4110,FS-01,Fuel and Lubricants,2107000,1786000,1773000,334000,2025-04-14,Partially Paid,538,Project Manager,Critical
CMT-000797,2024-07-18,FY2024/2025,PR-958244,PO-994657,PRG-12,DIR-12,CC-012,RG-01,ACT-028,V-4130,FS-01,Fuel and Lubricants,770000,770000,175000,595000,2024-12-17,Partially Paid,682,Procurement Officer,Critical
CMT-000798,2025-04-07,FY2024/2025,PR-926217,PO-419726,PRG-11,DIR-11,CC-029,RG-02,ACT-025,V-2390,FS-02,Consultancy,693000,392000,198000,495000,2025-08-07,Partially Paid,419,Project Manager,Critical
CMT-000799,2024-09-14,FY2024/2025,PR-862893,PO-650031,PRG-10,DIR-10,CC-010,RG-01,ACT-024,V-2211,FS-02,ICT Services,1899000,1899000,1171000,728000,2025-02-13,Partially Paid,624,Cost Centre Manager,Critical
CMT-000800,2024-09-14,FY2024/2025,PR-235567,PO-702062,PRG-07,DIR-07,CC-007,RG-01,ACT-018,V-2310,FS-01,Fuel and Lubricants,2470000,1392000,1107000,1363000,2024-11-13,Partially Paid,624,Procurement Officer,Critical
CMT-000801,2026-03-11,FY2025/2026,PR-300553,PO-596692,PRG-13,DIR-13,CC-013,RG-01,ACT-029,V-3110,FS-01,Equipment,2014000,794000,198000,1816000,2026-08-18,Partially Paid,81,Cost Centre Manager,Medium
CMT-000802,2025-07-20,FY2025/2026,PR-912101,PO-777979,PRG-13,DIR-13,CC-017,RG-04,ACT-030,V-2110,FS-01,Utilities,2384000,1275000,737000,1647000,2025-09-21,Partially Paid,315,Project Manager,Critical
